Artist,Album,Song,Date Played,Song ID,Unnamed: 5,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Million Eyes,In the Wind,A Bed of Flowers,2024-07-05 2:29,27cHwY7UTuadZD5XfoxxpI,,0.498,0.709,0.0,-3.135,0.0,0.0325,0.00815,0.0,0.127,0.439,112.628,238227.0,4.0
Hemio,Love Does Soul Like Water on Withered Soil,Bosco (Forest),2024-07-05 2:26,4cm3I11ru6zfDGU1COPpq7,,0.505,0.686,0.0,-10.215,1.0,0.054,0.00564,0.778,0.244,0.181,114.083,206316.0,4.0
Hikaru Shirosu,Blue Stone of Atlas (Piano Solo Version),Blue Stone of Atlas - Piano Solo Version,2024-07-05 2:19,7N05mAG1X23Sd2PNOyoJSF,,0.455,0.0038,10.0,-32.104,1.0,0.177,0.992,0.951,0.141,0.254,204.573,158000.0,4.0
Takatsugu Muramatsu,WHEN MARNIE WAS THERE Soundtrack Music Collection,The Girl in the Blue Window,2024-07-05 2:18,7plrChn41Ko3l5LueHOiYE,,0.747,0.811,11.0,-4.935,1.0,0.0378,0.00509,0.325,0.316,0.684,123.016,200000.0,4.0
Toshifumi Hinata,オーガニック・スタイル 日向敏文 the BEST ～In the Twilight～,Mother's Grace,2024-07-05 2:16,15iCgIOLcRNK4QRzMVlxNU,,0.276,0.0554,9.0,-20.589,0.0,0.0333,0.959,0.824,0.111,0.0998,77.262,111013.0,3.0
Million Eyes,In the Wind,In Your Dreams,2024-07-05 2:14,2A03tItx3iW4HSQefRCzsD,,0.634,0.905,8.0,-3.741,0.0,0.0631,0.339,1.45e-05,0.0474,0.753,132.042,194693.0,4.0
久石譲,Encore,Labyrinth of Eden,2024-07-05 2:11,0JOD85cRNVI7qbLz8NBaQP,,0.458,0.0875,0.0,-23.444,1.0,0.0677,0.995,0.884,0.112,0.111,122.274,213773.0,3.0
Yu-Peng Chen,Genshin Impact - City of Winds and Idylls (Original Game Soundtrack),Say My Name,2024-07-05 2:09,3aZTpVwyzdp2Jb7sBFWjVd,,0.502,0.0442,5.0,-22.474,1.0,0.0371,0.967,0.672,0.093,0.193,73.694,111936.0,4.0
Hikaru Shirosu,・・・・for Piano,・・・・for Piano,2024-07-05 2:06,17Avg1jSSasTET7Frh8MsO,,0.31,0.0237,10.0,-28.909,1.0,0.0599,0.988,0.939,0.118,0.0624,69.491,146949.0,4.0
Toshifumi Hinata,ひとつぶの海,End of the Summer,2024-07-05 2:04,3qlWyv2wrWHPNfDVbxXh4s,,0.428,0.00268,7.0,-27.096,0.0,0.0634,0.996,0.969,0.189,0.294,71.744,108733.0,5.0
Shin Kono,TBS系 金曜ドラマ「大恋愛~僕を忘れる君と」オリジナル・サウンドトラック,Forget-me-not~ピアノバージョン,2024-07-05 1:56,5KSGI8yuyaqVoW9X8Bypv2,,0.0,0.0939,0.0,-22.034,1.0,0.0,0.991,0.931,0.0856,0.0,0.0,117286.0,0.0
Million Eyes,In the Wind,Lily's Dance,2024-07-05 1:54,1HTlWjFFHXEgPSNv6FwbNk,,0.694,0.0452,6.0,-25.665,1.0,0.0465,0.976,0.952,0.113,0.0734,130.958,129160.0,3.0
Hikaru Shirosu,Prelude No. 3 Final Stars,Prelude No. 3 Final Stars,2024-07-05 1:52,6HXPnLjDnlXiPRMcE0liej,,0.35,0.00411,0.0,-26.257,1.0,0.0611,0.995,0.561,0.0618,0.18,174.335,125000.0,3.0
Ryuichi Sakamoto,Playing the Piano 12122020,MUJI2020,2024-07-05 1:50,6q4yJfdPmQh5OkzJHrj538,,0.562,0.0429,2.0,-21.516,0.0,0.0708,0.993,0.945,0.119,0.264,111.163,134302.0,3.0
久石譲,Porco Rosso Soundtrack,Bygone Days,2024-07-05 1:48,7r3FYPlFjXYfqbAFV8pdXD,,0.499,0.386,7.0,-18.207,1.0,0.0583,0.969,0.892,0.689,0.153,70.774,345167.0,4.0
Hikaru Shirosu,Op. 1,Waltz No. 1 in B Minor Collapse,2024-07-05 1:45,1AxZdya49udSTKEhDV8VYp,,0.483,0.0745,11.0,-24.502,0.0,0.04,0.994,0.917,0.133,0.385,168.357,144072.0,3.0
Invadable Harmony,Lament,Lament,2024-07-05 1:43,1CJJ2EFKRybboFI5gaOm2R,,0.554,0.0527,0.0,-31.084,0.0,0.0419,0.99,0.909,0.0738,0.27,78.993,120885.0,3.0
Sebastian Reuten,Under This Luminous Sky (Original Animated Short Film Soundtrack),Introduction,2024-07-05 1:38,1tVxrdrb8rkR56DilhRSQV,,0.622,0.541,8.0,-7.02,0.0,0.0314,0.00364,0.0778,0.074,0.564,129.012,129640.0,4.0
Maurice Ravel,Ravel: Orchestral Works Vol. 5,Antar (After N. Rimsky-Korsakov): No. 7. Ravel: Allegretto,2024-07-05 1:35,0Ee9oam0N0ZzxZSN9nogTQ,,0.152,0.0116,5.0,-33.668,1.0,0.0387,0.749,0.855,0.294,0.0387,137.649,65960.0,4.0
Austin Farwell,High Above,High Above,2024-07-05 1:32,25b7fqfmk1yDyWcmoiiAkd,,0.277,0.097,7.0,-23.615,1.0,0.0365,0.947,0.935,0.106,0.133,59.328,77531.0,3.0
Caleb Bryant,Pacifica,Pacifica,2024-07-04 18:05,5ErAUJ075R5Q25mi9r4bni,,0.602,0.664,11.0,-12.409,1.0,0.0312,0.037,0.632,0.17,0.695,102.99,135175.0,4.0
Caleb Bryant,Serenity,Serenity,2024-07-04 18:03,5B0WdUAkBplspeMpn3nVcq,,0.728,0.606,7.0,-6.624,1.0,0.0474,0.383,1.88e-05,0.108,0.428,140.008,194653.0,4.0
Travis Scott,ASTROWORLD,ASTROTHUNDER,2024-07-04 17:28,4MXhiYIRDMGAuvZc5IFTwC,,0.7,0.46,4.0,-8.111,0.0,0.0661,0.142,4.81e-05,0.111,0.286,151.901,142969.0,4.0
Gunna,One of Wun,one of wun,2024-07-04 17:25,4Na2HfNSr58chvfX69fy36,,0.915,0.453,10.0,-4.589,0.0,0.27,0.0872,0.000163,0.104,0.287,139.943,144000.0,4.0
Travis Scott,UTOPIA,TIL FURTHER NOTICE (feat. James Blake & 21 Savage),2024-07-04 17:18,7x0n8ScpYy59dFVEMphOQ1,,0.655,0.663,3.0,-6.457,0.0,0.099,0.172,0.0068,0.125,0.143,76.999,314836.0,4.0
Travis Scott,UTOPIA,TELEKINESIS (feat. SZA & Future),2024-07-04 17:04,1i9lZvlaDdWDPyXEE95aiq,,0.458,0.535,5.0,-4.854,0.0,0.0281,0.575,0.0,0.168,0.216,82.826,353755.0,4.0
Travis Scott,UTOPIA,K-POP (feat. Bad Bunny & The Weeknd),2024-07-04 17:01,5L3ecxQnQ9qTBmnLQiwf0C,,0.814,0.618,5.0,-5.614,0.0,0.0619,0.0386,3.34e-06,0.671,0.535,121.075,185221.0,4.0
Travis Scott,UTOPIA,LOOOVE (feat. Kid Cudi),2024-07-04 16:57,0a4SMs889NwP8oWI7Vemle,,0.678,0.739,3.0,-4.358,1.0,0.044,0.0712,0.0,0.388,0.108,110.967,226715.0,4.0
Travis Scott,UTOPIA,LOST FOREVER (feat. Westside Gunn),2024-07-04 16:54,7EiUtdeoWcKqLi5ELZCjYf,,0.645,0.803,1.0,-4.223,1.0,0.227,0.085,0.0,0.101,0.314,89.499,163072.0,4.0
Travis Scott,UTOPIA,SKITZO (feat. Young Thug),2024-07-04 16:48,0bkV1iQHSxBaksUqgEkcbc,,0.472,0.551,5.0,-7.219,0.0,0.25,0.103,0.0,0.345,0.347,83.25,366593.0,4.0
Travis Scott,UTOPIA,PARASAIL (feat. Yung Lean & Dave Chappelle),2024-07-04 16:46,3iT4c9MPnaordWrfvTs8MU,,0.699,0.889,11.0,-4.999,0.0,0.0683,0.422,0.0,0.226,0.869,97.026,168200.0,4.0
Travis Scott,UTOPIA,CIRCUS MAXIMUS (feat. The Weeknd & Swae Lee),2024-07-04 16:41,7hveL9mAxP1Toq2llCyW02,,0.667,0.544,7.0,-11.969,1.0,0.0292,0.163,0.0698,0.107,0.431,115.997,220267.0,4.0
Travis Scott,UTOPIA,TOPIA TWINS (feat. Rob49 & 21 Savage),2024-07-04 16:38,0lodMO0qK83vfPiiD7FMEt,,0.715,0.567,1.0,-4.481,0.0,0.0865,0.06,0.0,0.0655,0.332,160.098,223174.0,4.0
Travis Scott,UTOPIA,I KNOW ?,2024-07-04 16:34,6wsqVwoiVH2kde4k4KKAFU,,0.927,0.619,5.0,-4.441,0.0,0.0539,0.0186,0.0,0.104,0.817,117.995,211582.0,4.0
Travis Scott,UTOPIA,DELRESTO (ECHOES) (feat. Beyoncé),2024-07-04 16:30,6EpZVG2zXeXGUitW8979U8,,0.493,0.61,2.0,-6.302,0.0,0.0539,0.473,0.0,0.329,0.527,118.688,274138.0,4.0
Travis Scott,UTOPIA,FE!N (feat. Playboi Carti),2024-07-04 16:26,42VsgItocQwOQC3XWZ8JNA,,0.569,0.882,3.0,-2.777,0.0,0.06,0.0316,0.0,0.142,0.201,148.038,191701.0,4.0
Travis Scott,UTOPIA,MELTDOWN (feat. Drake),2024-07-04 16:22,4kJn7armCJDav48yCu3yKh,,0.583,0.478,7.0,-6.742,1.0,0.0465,0.000219,0.883,0.393,0.172,111.989,247333.0,4.0
Travis Scott,UTOPIA,SIRENS,2024-07-04 16:19,7LSpFCvRZZot2AlmkUzy9k,,0.588,0.88,9.0,-6.117,0.0,0.0747,0.0976,0.000167,0.767,0.242,96.003,204447.0,3.0
Travis Scott,UTOPIA,GOD'S COUNTRY,2024-07-04 16:17,4TCeFZNjGNQIpCuZmJkkE2,,0.536,0.754,10.0,-5.102,1.0,0.0399,0.0597,4.92e-06,0.118,0.212,139.988,204800.0,4.0
Travis Scott,UTOPIA,MY EYES,2024-07-04 16:13,4kjI1gwQZRKNDkw1nI475M,,0.455,0.621,0.0,-7.694,0.0,0.0517,0.651,2.59e-06,0.123,0.28,119.043,251250.0,4.0
Travis Scott,UTOPIA,MODERN JAM (feat. Teezo Touchdown),2024-07-04 16:08,3KCNiDi9Pza6ZD8FggNoaw,,0.517,0.539,9.0,-6.474,0.0,0.038,0.000564,1.4e-05,0.537,0.531,108.984,255413.0,4.0
Travis Scott,UTOPIA,THANK GOD,2024-07-04 16:05,1PH2MDbcBAU094DlgTIND1,,0.657,0.553,10.0,-7.08,0.0,0.0394,0.254,0.0,0.129,0.576,134.925,184889.0,4.0
Lil Yachty,Lil Boat 3.5,COFFIN,2024-07-04 5:48,5vDNippoMr52KpXBO9b9KQ,,0.92,0.547,6.0,-4.98,0.0,0.272,0.0241,1.45e-06,0.0998,0.606,138.05,89536.0,4.0
Kendrick Lamar,Mr. Morale & the Big Steppers,N95,2024-07-04 5:44,6AI3ezQ4o3HUoP6Dhudph3,,0.898,0.472,1.0,-7.001,1.0,0.0776,0.0107,0.0,0.141,0.214,101.061,274192.0,4.0
Kanye West,Donda,Off the Grid,2024-07-04 5:36,6LNoArVBBVZzUTUiAX2aKO,,0.546,0.64,8.0,-5.582,1.0,0.37,0.0438,0.0,0.137,0.63,137.728,339250.0,4.0
Aaron May,CHASE,Let Go,2024-07-04 5:33,7cLnbmx7ZUWAwyocrKz3wL,,0.87,0.498,9.0,-8.339,0.0,0.0622,0.046,0.0,0.146,0.692,110.017,176532.0,4.0
Lil Tecca,Virgo World,Out Of Love (feat. Internet Money),2024-07-04 5:30,0IJA9KP6rT55jrP1YpTdhx,,0.732,0.636,7.0,-6.162,0.0,0.0497,0.0847,0.0,0.241,0.358,138.061,153627.0,4.0
Mustard,Parking Lot,Parking Lot,2024-07-04 5:27,4HFNGbVmsMV5lHUvDuXLkl,,0.54,0.86,1.0,-5.763,1.0,0.081,0.00646,0.0,0.629,0.856,171.72,207893.0,4.0
KIDS SEE GHOSTS,KIDS SEE GHOSTS,4th Dimension,2024-07-04 5:10,6JyEh4kl9DLwmSAoNDRn5b,,0.765,0.542,1.0,-6.755,1.0,0.39,0.278,1.87e-05,0.609,0.734,171.945,153351.0,4.0
Travis Scott,ASTROWORLD,COFFEE BEAN,2024-07-04 4:56,4CLktmKM775TQvUTSWvrVI,,0.945,0.448,4.0,-7.664,0.0,0.0612,0.192,0.0,0.143,0.601,106.969,212490.0,4.0
Travis Scott,ASTROWORLD,HOUSTONFORNICATION,2024-07-04 4:52,11kDth1aKUEUMq9r1pqyds,,0.712,0.481,4.0,-5.415,0.0,0.0487,0.173,0.0,0.241,0.062,140.0,196138.0,4.0
Travis Scott,ASTROWORLD,BUTTERFLY EFFECT,2024-07-04 4:49,4BggEwLhGfrbrl7JBhC8EC,,0.736,0.811,9.0,-4.17,0.0,0.081,0.00132,0.000142,0.107,0.609,103.502,216733.0,4.0
Travis Scott,ASTROWORLD,WHO? WHAT!,2024-07-04 4:46,11kDth1aKUEUMq9r1pqyds,,0.712,0.481,4.0,-5.415,0.0,0.0487,0.173,0.0,0.241,0.062,140.0,196138.0,4.0
Travis Scott,ASTROWORLD,CAN'T SAY,2024-07-04 4:42,2cYqizR4lgvp4Qu6IQ3qGN,,0.763,0.628,11.0,-5.85,1.0,0.05,0.0531,0.0,0.114,0.193,140.958,190557.0,4.0
Travis Scott,ASTROWORLD,YOSEMITE,2024-07-04 4:40,11kDth1aKUEUMq9r1pqyds,,0.712,0.481,4.0,-5.415,0.0,0.0487,0.173,0.0,0.241,0.062,140.0,196138.0,4.0
Travis Scott,ASTROWORLD,NC-17,2024-07-04 4:35,42VsgItocQwOQC3XWZ8JNA,,0.569,0.882,3.0,-2.777,0.0,0.06,0.0316,0.0,0.142,0.201,148.038,191701.0,4.0
Travis Scott,ASTROWORLD,5% TINT,2024-07-04 4:32,27a1mYSG5tYg7dmEjWBcmL,,0.702,0.708,10.0,-5.366,0.0,0.0547,0.201,0.0,0.118,0.713,147.98,198408.0,4.0
Travis Scott,ASTROWORLD,WAKE UP,2024-07-04 4:28,20MuVazoNMv6xjKPnRFOxG,,0.741,0.645,11.0,-5.116,0.0,0.0963,0.192,0.0,0.163,0.488,149.07,231964.0,4.0
Travis Scott,ASTROWORLD,SKELETONS,2024-07-04 4:25,6NMtzpDQBTOfJwMzgMX0zl,,0.46,0.686,0.0,-5.948,0.0,0.0367,0.00146,0.0,0.375,0.252,148.054,145588.0,4.0
Travis Scott,ASTROWORLD,NO BYSTANDERS,2024-07-04 4:22,6OaVWaGfhXn70ZJfdVcabn,,0.731,0.811,1.0,-3.225,1.0,0.0712,0.0204,0.0,0.411,0.426,147.045,218284.0,4.0
Travis Scott,ASTROWORLD,STOP TRYING TO BE GOD,2024-07-04 4:16,1xYpVRspgaLxdJLOTQkTjg,,0.588,0.567,4.0,-3.738,0.0,0.0628,0.221,0.0,0.135,0.113,150.009,338438.0,4.0
Travis Scott,ASTROWORLD,R.I.P. SCREW,2024-07-04 4:13,4SZepBIPDRwPaHIjAKwRDb,,0.607,0.609,0.0,-5.978,0.0,0.291,0.389,1.6e-05,0.111,0.556,74.946,185610.0,4.0
Travis Scott,ASTROWORLD,CAROUSEL,2024-07-04 4:05,7KZ5MMVgBVox9ycroB2UrI,,0.428,0.403,5.0,-5.914,0.0,0.209,0.229,0.0,0.22,0.133,95.387,180183.0,5.0
Travis Scott,ASTROWORLD,STARGAZING,2024-07-04 4:00,7wBJfHzpfI3032CSD7CE2m,,0.487,0.789,8.0,-3.69,1.0,0.044,0.00947,4.05e-06,0.189,0.0564,150.007,270715.0,4.0
Kupla,Dimensions,Lemonade,2024-07-03 18:16,17ii0mtdHgcLzojE9Yi0wm,,0.804,0.743,11.0,-11.735,1.0,0.216,0.478,0.0,0.195,0.972,79.978,94125.0,4.0
Kupla,Somewhere. Nowhere.,End of the Road,2024-07-03 18:13,3cjfsbCvz9dGaSt1F9jKNl,,0.356,0.169,9.0,-15.076,0.0,0.0331,0.85,4.68e-05,0.181,0.131,147.124,169507.0,4.0
Kupla,Somewhere. Nowhere.,Slumber Song,2024-07-03 18:11,4XSnavZ9PJWdWxQeR8EZq7,,0.411,0.334,9.0,-13.882,0.0,0.0356,0.571,0.0304,0.231,0.676,201.483,104299.0,4.0
Kupla,Somewhere. Nowhere.,Elsewhere,2024-07-03 18:09,2jLtkF99lmlR1GnIPEI5tc,,0.473,0.451,8.0,-8.49,0.0,0.0504,0.836,0.9,0.151,0.421,148.35,125823.0,4.0
Kupla,Somewhere. Nowhere.,It's Like You Never Left,2024-07-03 18:06,5swBh1edZAtBwUV6TvrQ3v,,0.726,0.434,2.0,-8.223,0.0,0.0798,0.695,0.716,0.128,0.17,144.005,140000.0,4.0
Kupla,Somewhere. Nowhere.,Endurance,2024-07-03 18:03,3UNzdbfjJhjHRNwg7SDmg6,,0.53,0.76,0.0,-5.362,0.0,0.182,0.722,1.64e-06,0.106,0.593,131.274,209109.0,5.0
Kupla,Somewhere. Nowhere.,Noir,2024-07-03 18:01,75Co93xb3dzbnliFW9SjrT,,0.705,0.886,8.0,-1.621,0.0,0.0736,0.286,0.00505,0.154,0.817,120.106,164000.0,4.0
Kupla,Somewhere. Nowhere.,Giants,2024-07-03 17:58,1ZqZzXdWGlrD1jy9R3aC8g,,0.641,0.397,6.0,-7.895,1.0,0.0426,0.901,0.811,0.18,0.308,80.191,150000.0,4.0
Kupla,Somewhere. Nowhere.,Carousel,2024-07-03 17:55,3QPwjDwTJ41nnCbdCAoXl5,,0.723,0.394,1.0,-10.537,1.0,0.0803,0.684,0.5,0.107,0.362,145.974,159409.0,4.0
Kupla,All Natural,Never Forget,2024-07-03 17:53,0Ez0HcZneugrMqIYjlmBFR,,0.591,0.5,8.0,-7.827,0.0,0.0413,0.535,0.36,0.708,0.0909,88.022,112519.0,3.0
Kupla,Mirage,Paradise,2024-07-03 17:50,3UlZ1wcoYZOh4wG9ZWJPyc,,0.543,0.786,2.0,-6.422,0.0,0.0531,0.316,0.268,0.152,0.576,102.898,273283.0,4.0
Kupla,Lofi Girl x Chess.com - Chill beats to play chess to,Observer,2024-07-03 17:48,1fr6uMocz8fNcIqDhKG7mu,,0.374,0.905,7.0,-5.441,1.0,0.0511,3.08e-05,0.776,0.287,0.399,139.98,150460.0,4.0
Kupla,Life Forms,Eons,2024-07-03 17:41,486udeYjJtmCKEVQeRU9Ym,,0.456,0.725,9.0,-7.019,1.0,0.0274,0.0228,0.0,0.404,0.887,144.905,162617.0,4.0
Kupla,Kingdom in Blue,Sleepy Little One,2024-07-03 17:38,0dGZMIUo1X38IuzmHZMxVT,,0.591,0.439,6.0,-11.073,0.0,0.0446,0.793,0.637,0.707,0.134,77.918,153846.0,4.0
Kupla,Kingdom in Blue,Roots,2024-07-03 17:36,6IUqPEhzJz4k76s3JS5hJX,,0.24,0.8,8.0,-11.809,1.0,0.0598,0.000117,0.463,0.397,0.601,174.423,210205.0,4.0
Kupla,Melody Mountain,Lavender,2024-07-03 17:34,0s4Wu6gCMlOF3kWFR9smfG,,0.804,0.314,9.0,-11.068,0.0,0.0951,0.302,0.914,0.192,0.187,78.934,154818.0,4.0
Kupla,Kingdom in Blue,Kingdom in Blue,2024-07-03 17:30,5hTweMt7B9nNgpC8T83vWe,,0.329,0.876,1.0,-6.188,1.0,0.064,8.08e-06,0.767,0.202,0.0452,169.94,329107.0,4.0
Katsu Hoshi,Only Yesterday Image Album,Safflower - Piano Version,2024-07-03 16:01,6TYRnUhbIi830ERWtGKbSy,,0.32,0.0456,0.0,-31.066,1.0,0.0475,0.993,0.937,0.0761,0.189,171.078,123160.0,4.0
Umitaro Abe,Cahier de musique / 音楽手帖,Autour De L Amandier En Fleur,2024-07-03 15:30,0eNflwUrQmGAD0ta2rlO4q,,0.77,0.15,0.0,-21.488,1.0,0.056,0.974,0.929,0.0735,0.812,212.064,118560.0,4.0
C418,Minecraft - Volume Beta,Kyoto,2024-07-03 3:55,1goLLB3LX9bNeVsFeRY5ho,,0.299,0.0318,0.0,-18.611,1.0,0.0378,0.947,0.968,0.101,0.0344,68.902,249000.0,3.0
C418,Minecraft - Volume Beta,Aria Math,2024-07-03 3:50,4K0odcECsBvgzv9Lr9z4kd,,0.523,0.456,4.0,-13.393,0.0,0.0623,0.754,0.915,0.0966,0.542,167.999,310000.0,4.0
C418,Minecraft - Volume Beta,Concrete Halls,2024-07-03 3:48,58Gi98Nvrjo7qVI1dHOqFD,,0.439,0.907,7.0,-7.942,1.0,0.101,0.00252,0.436,0.106,0.0395,117.464,282693.0,4.0
C418,Minecraft - Volume Beta,Moog City 2,2024-07-03 3:45,1kKaRzjW8OiGLriIdpXHT1,,0.251,0.0771,4.0,-24.893,0.0,0.0383,0.931,0.947,0.101,0.232,141.715,180000.0,4.0
Lloyd Vaan,Lens Flare,Present,2024-07-03 3:42,6Zrs6gUUaSkM1Z7d0FxOlF,,0.227,0.00268,3.0,-27.348,1.0,0.06,0.951,0.912,0.109,0.228,64.26,146000.0,4.0
C418,Minecraft - Volume Alpha,Subwoofer Lullaby,2024-07-03 3:38,1OJxI8lIWRqBvouJxW1nzN,,0.329,0.0141,0.0,-23.72,1.0,0.0398,0.921,0.919,0.104,0.0387,74.011,208562.0,4.0
Øneheart,snowfall,snowfall,2024-07-03 3:36,4xF4ZBGPZKxECeDFrqSAG4,,0.466,0.0918,10.0,-26.813,1.0,0.0269,0.929,0.803,0.439,0.0841,95.014,124066.0,4.0
Austin Farwell,New Home (Slowed),New Home (Slowed),2024-07-03 3:33,6h6runZeeczWEuEW2pFvYW,,0.356,0.00558,11.0,-27.72,1.0,0.0417,0.99,0.934,0.0991,0.122,70.012,174521.0,4.0
Bill Kiley,Katana Zero (Original Soundtrack),Rain On Brick,2024-07-03 3:32,1kKFZIMiyRKE6QlRjKRPXd,,0.325,0.683,10.0,-6.418,0.0,0.0551,0.418,0.0,0.946,0.33,97.592,302867.0,4.0
Jeremy Soule,The Elder Scrolls V: Skyrim: Original Game Soundtrack,Secunda,2024-07-03 3:30,62nQ8UZVqR2RMvkJHkcO2o,,0.285,0.846,2.0,-6.472,1.0,0.0438,0.0404,0.0,0.182,0.287,108.808,318227.0,4.0
Super Guitar Bros,Ocarina of Time,Fairy Fountain,2024-07-03 3:29,3uhGWxwYdkwzI9vHITtaza,,0.414,0.294,1.0,-15.648,0.0,0.043,0.966,0.789,0.0879,0.605,142.951,63432.0,4.0
C418,Minecraft - Volume Alpha,Key,2024-07-03 3:27,7K7E7LKK51PezScgsvVg9Y,,0.129,0.00376,3.0,-41.766,0.0,0.0379,0.993,0.382,0.0774,0.0376,147.148,65000.0,5.0
C418,Minecraft - Volume Alpha,Droopy Likes Your Face,2024-07-03 3:25,7gyLz2xj0Wh17F29Re9ESY,,0.766,0.697,2.0,-8.968,0.0,0.0398,0.47,0.901,0.116,0.406,122.009,161311.0,4.0
C418,Minecraft - Volume Alpha,Droopy Likes Ricochet,2024-07-03 3:24,446uS2hk2kGLzVqWHnCApg,,0.563,0.348,0.0,-17.67,1.0,0.0308,0.375,0.911,0.172,0.061,94.632,96234.0,4.0
C418,Minecraft - Volume Alpha,Beginning,2024-07-03 3:22,4B3RbRUP0fl2KxaBWVUfo9,,0.118,0.0224,1.0,-30.543,1.0,0.0369,0.988,0.927,0.091,0.0378,78.558,102101.0,4.0
C418,Minecraft - Volume Alpha,Danny,2024-07-03 3:18,2Au50d6aZrsYrbxQzDjjYW,,0.211,0.0262,0.0,-22.08,1.0,0.0377,0.972,0.476,0.0757,0.098,81.192,254500.0,4.0
C418,Minecraft - Volume Alpha,Dog,2024-07-03 3:15,4YLXjoYmRGIXstTLtloHf2,,0.583,0.529,10.0,-14.881,0.0,0.038,0.0484,0.917,0.106,0.0757,112.037,145750.0,4.0
C418,Minecraft - Volume Alpha,Cat,2024-07-03 3:12,5fqjfiMOFapIb8uFcxBStH,,0.433,0.0286,0.0,-17.597,1.0,0.0527,0.961,0.0102,0.0594,0.0764,110.908,281500.0,4.0
C418,Minecraft - Volume Alpha,Sweden,2024-07-03 3:09,4NsPgRYUdHu2Q5JRNgXYU5,,0.642,0.01,2.0,-25.164,1.0,0.0446,0.992,0.945,0.103,0.197,87.971,215500.0,4.0
C418,Minecraft - Volume Alpha,Excuse,2024-07-03 3:07,1OJxI8lIWRqBvouJxW1nzN,,0.329,0.0141,0.0,-23.72,1.0,0.0398,0.921,0.919,0.104,0.0387,74.011,208562.0,4.0
C418,Minecraft - Volume Alpha,Thirteen,2024-07-03 3:04,0kzkuskPG278bhtYx2NPwY,,0.595,0.285,5.0,-12.502,1.0,0.0457,0.917,0.31,0.0866,0.716,102.598,150547.0,4.0
C418,Minecraft - Volume Alpha,Chris,2024-07-03 3:02,3zWC1keGhHYD7omS4If9TD,,0.564,0.2,0.0,-16.207,1.0,0.0296,0.885,0.941,0.118,0.065,92.904,87750.0,4.0
C418,Minecraft - Volume Alpha,Clark,2024-07-03 2:59,4o0YiMA52IzmOn5yIdIhu5,,0.217,0.00638,9.0,-23.367,0.0,0.0399,0.982,0.853,0.0732,0.0395,81.578,191750.0,4.0
C418,Minecraft - Volume Alpha,Mice on Venus,2024-07-03 2:52,5fqjfiMOFapIb8uFcxBStH,,0.433,0.0286,0.0,-17.597,1.0,0.0527,0.961,0.0102,0.0594,0.0764,110.908,281500.0,4.0
C418,Minecraft - Volume Alpha,Équinoxe,2024-07-03 2:50,37WtwAa4PzRprHMp7Esdds,,0.436,0.101,9.0,-18.344,0.0,0.0342,0.919,0.391,0.0927,0.252,91.154,114875.0,4.0
C418,Minecraft - Volume Alpha,Oxygène,2024-07-03 2:49,3sbcAG3y97g63yDSVMf38o,,0.158,0.00832,9.0,-30.666,0.0,0.0417,0.569,0.816,0.0828,0.0313,107.295,65125.0,3.0
C418,Minecraft - Volume Beta,Blind Spots,2024-07-03 2:44,6jdrVuAbbvcEbUXy1V2HxM,,0.556,0.579,4.0,-11.454,1.0,0.0487,0.876,0.944,0.0528,0.646,187.978,188750.0,4.0
C418,Minecraft - Volume Beta,Mutation,2024-07-03 2:22,10GI1Viariv5rg9kwkxysK,,0.674,0.803,1.0,-2.212,1.0,0.0909,0.000548,0.0487,0.0795,0.0356,108.717,202763.0,1.0
C418,Minecraft - Volume Alpha,Moog City,2024-07-03 2:10,1kKaRzjW8OiGLriIdpXHT1,,0.251,0.0771,4.0,-24.893,0.0,0.0383,0.931,0.947,0.101,0.232,141.715,180000.0,4.0
C418,Minecraft - Volume Beta,Taswell,2024-07-03 2:01,1uFqiHM1RBjVTdjqVf1Tq3,,0.515,0.527,4.0,-8.12,1.0,0.0337,0.495,0.0,0.237,0.531,123.627,156400.0,4.0
C418,Minecraft - Volume Beta,Haunt Muskie,2024-07-03 1:55,3ldyywwove50bW6LR2SYvE,,0.518,0.278,0.0,-17.999,1.0,0.0337,0.894,0.93,0.0763,0.038,121.979,361677.0,4.0
C418,Minecraft - Volume Beta,Beginning 2,2024-07-03 1:51,4B3RbRUP0fl2KxaBWVUfo9,,0.118,0.0224,1.0,-30.543,1.0,0.0369,0.988,0.927,0.091,0.0378,78.558,102101.0,4.0
C418,Minecraft - Volume Beta,Ballad of the Cats,2024-07-03 1:37,2itBJTmhXvA2cInJ9aC7J6,,0.182,0.0315,4.0,-23.007,1.0,0.0425,0.572,0.89,0.209,0.0319,66.014,275500.0,3.0
Foreign Air,For the Light,In The Shadows,2024-07-03 1:20,20TYc2OwFNxPVFRT2LYmZH,,0.601,0.758,0.0,-8.004,1.0,0.035,0.151,0.862,0.11,0.153,116.067,233927.0,4.0
68+1,poisoned,poisoned,2024-07-03 1:18,43GS3mtezoIFiuIZCLLiDY,,0.531,0.632,6.0,-5.557,1.0,0.0312,0.16,1.14e-05,0.364,0.294,140.176,260173.0,4.0
mo beats,Righteous,Righteous,2024-07-03 1:15,42WUhno3F81FUF3eQf0DzF,,0.591,0.626,11.0,-9.294,0.0,0.0494,0.162,0.958,0.414,0.486,74.039,152507.0,4.0
