Artist,Album,Song,Date Played,Song ID,Unnamed: 5,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Benjamin Gustafsson,Dear Earth I'm Lost,I Thought About Death About Time,2024-05-03 0:47,0eaf9Y8jsOWTlRscOBn5VX,,0.522,0.683,3.0,-6.862,1.0,0.03,0.000535,0.127,0.162,0.487,109.04,306957.0,4.0
MADEBYGODES,forgotten thoughts,forgotten thoughts - nightcore,2024-05-03 0:46,3g4KjrkyzdPyKW7iMBb6Zs,,0.0868,0.0184,9.0,-33.516,1.0,0.0483,0.957,0.834,0.0867,0.0334,64.318,77262.0,4.0
Oberhofer,Just When You Need Yourself Most,Just When You Need Yourself Most,2024-05-03 0:37,4WhLJcY9gBi27AOXYpWWkN,,0.261,0.00499,4.0,-31.123,0.0,0.0471,0.992,0.837,0.0745,0.318,81.785,97496.0,4.0
Piano house,Swan Serenade,Swan Serenade,2024-05-02 23:44,2j2PcfEo8IUxsvJU01Ud07,,0.788,0.392,6.0,-15.372,0.0,0.053,0.9,0.948,0.0932,0.722,119.99,192000.0,4.0
Chris Remo,Firewatch (Original Score),Shoshone Overlook,2024-05-02 23:29,7CNYQUtWBL73EZDYGHXy0p,,0.51,0.481,10.0,-7.619,0.0,0.315,0.116,0.000213,0.0889,0.58,75.109,318079.0,4.0
Vanilla,Origin,Past Present & Future - Intro,2024-05-02 23:23,254QTqbIfInFIF38D2N48W,,0.343,0.284,3.0,-19.819,1.0,0.0427,0.979,0.496,0.13,0.304,176.862,60004.0,4.0
MADEBYGODES,where did you go? (remixes),where did you go? but it's nightcore,2024-05-02 23:20,6pSbjsTtRgbdfTX2uCy2r8,,0.524,0.0157,5.0,-44.16,0.0,0.0361,0.966,0.591,0.099,0.257,99.994,76647.0,4.0
Brad Oberhofer,The Andy Warhol Diaries (Soundtrack from the Netflix Series),Watching Fireworks,2024-05-02 22:46,1WVCHe9N9qmYwRaOCvkifK,,0.35,0.0218,1.0,-28.348,1.0,0.0307,0.957,0.952,0.11,0.0392,75.08,119092.0,4.0
Goomp,QKThr (Slowed),QKThr - Slowed,2024-05-02 22:35,08TFHcXBnc49uEyHRH3xTA,,0.277,0.00111,11.0,-27.809,0.0,0.0371,0.996,0.939,0.0997,0.0782,139.201,146424.0,3.0
Emile Mosseri,Kajillionaire (Original Motion Picture Soundtrack),Our Love,2024-05-02 22:33,50AZk0JTPGp8JDb7iWPWDd,,0.741,0.48,8.0,-9.463,1.0,0.131,0.523,1.64e-06,0.122,0.587,128.64,231413.0,4.0
Tyler the Creator,IGOR,ARE WE STILL FRIENDS?,2024-05-01 21:32,5TxRUOsGeWeRl3xOML59Ai,,0.216,0.497,10.0,-8.025,1.0,0.0371,0.128,2.39e-06,0.111,0.313,187.308,265480.0,3.0
Tyler the Creator,IGOR,A BOY IS A GUN*,2024-05-01 21:27,1nXZnTALNXiPlvXotqHm66,,0.417,0.689,2.0,-8.302,0.0,0.178,0.575,0.0,0.496,0.505,79.568,210253.0,4.0
Tyler the Creator,IGOR,RUNNING OUT OF TIME,2024-05-01 21:21,5QvBXUm5MglLJ3iBfTX2Wo,,0.36,0.391,6.0,-10.6,1.0,0.0528,0.296,0.000406,0.129,0.162,84.281,177227.0,4.0
Playboi Carti,Whole Lotta Red,Rockstar Made,2024-05-01 21:03,3cWmqvMwVQKDigWLSZ3w9h,,0.773,0.612,8.0,-5.73,1.0,0.232,0.0398,0.0,0.142,0.381,149.999,193575.0,4.0
Tyler the Creator,IGOR,I DON'T LOVE YOU ANYMORE,2024-05-01 8:34,5A0M6B0RBSXSNWv0wcppZ9,,0.638,0.522,8.0,-9.814,1.0,0.0932,0.352,0.0663,0.165,0.584,142.952,161200.0,4.0
Tyler the Creator,IGOR,GONE GONE / THANK YOU,2024-05-01 8:28,1hz7SRTGUNAtIQ46qiNv2p,,0.518,0.492,10.0,-8.436,0.0,0.193,0.216,0.0012,0.146,0.471,78.848,375387.0,4.0
Tyler the Creator,IGOR,WHAT'S GOOD,2024-05-01 8:24,7KA4W4McWYRpgf0fWsJZWB,,0.558,0.559,6.0,-9.222,1.0,0.0959,0.371,7.49e-06,0.109,0.62,78.558,180387.0,4.0
Tyler the Creator,IGOR,PUPPET,2024-05-01 8:21,0wEC0GNF74lAqrEFZJMl1m,,0.508,0.557,8.0,-8.967,0.0,0.0478,0.00235,0.0134,0.588,0.199,77.572,179013.0,4.0
Tyler the Creator,IGOR,IGOR'S THEME,2024-05-01 8:01,51RN0kzWd7xeR4th5HsEtW,,0.467,0.672,10.0,-7.371,0.0,0.377,0.00559,0.243,0.607,0.0648,163.1,200693.0,4.0
Tyla,Water,Water,2024-04-30 18:45,5aIVCx5tnk0ntmdiinnYvw,,0.673,0.722,3.0,-3.495,0.0,0.0755,0.0856,0.0,0.137,0.519,117.187,200256.0,4.0
Aaron May,Ride,Ride,2024-04-30 14:57,4QEks3yeZVdjNV1zTqxp1F,,0.677,0.497,10.0,-8.064,0.0,0.303,0.365,3.63e-05,0.12,0.46,172.164,190605.0,4.0
Mitski,The Land Is Inhospitable and So Are We,My Love Mine All Mine,2024-04-30 7:14,3vkCueOmm7xQDoJ17W1Pm3,,0.504,0.308,9.0,-14.958,1.0,0.0321,0.868,0.135,0.158,0.121,113.95,137773.0,4.0
Drake,For All the Dogs,Rich Baby Daddy (feat. Sexyy Red & SZA),2024-04-30 7:08,1yeB8MUNeLo9Ek1UEpsyz6,,0.636,0.729,2.0,-4.495,1.0,0.055,0.0458,0.0,0.384,0.141,146.009,319192.0,4.0
Elley Duhé,MONEY ON THE DASH,MONEY ON THE DASH - SPED UP,2024-04-30 7:06,086THPnabbu1zfDjRsxpoN,,0.777,0.816,2.0,-7.01,0.0,0.189,0.0324,7.94e-05,0.138,0.516,150.09,116465.0,4.0
PinkPantheress,Heaven knows,Boy's a liar Pt. 2,2024-04-30 7:04,6AQbmUe0Qwf5PZnt4HmTXv,,0.696,0.809,5.0,-8.254,1.0,0.05,0.252,0.000128,0.248,0.857,132.962,131013.0,4.0
Glass Animals,Creatures In Heaven,Creatures in Heaven,2024-04-30 7:01,1e7EdcxkUPFZWfuY4VI3rh,,0.513,0.687,2.0,-6.63,1.0,0.0611,0.47,0.0,0.293,0.409,160.052,221671.0,4.0
Camila Cabello,I LUV IT (feat. Playboi Carti),I LUV IT (feat. Playboi Carti),2024-04-30 6:58,2H2ytI7ompfNmRkI2sq8Uk,,0.618,0.793,5.0,-5.794,1.0,0.0506,0.0103,0.00463,0.235,0.198,75.524,174880.0,4.0
SZA,SOS,Kill Bill,2024-04-30 6:55,1Qrg8KqiBpW07V7PNxwwwL,,0.644,0.735,8.0,-5.747,1.0,0.0391,0.0521,0.144,0.161,0.418,88.98,153947.0,4.0
Meduza,Meduza,Bad Memories,2024-04-30 6:53,3JhgPs7rbmzLBWRvHlel8U,,0.607,0.755,5.0,-6.069,0.0,0.0468,0.122,0.0,0.144,0.664,123.994,147629.0,3.0
d4vd,Feel It (From The Original Series “Invincible”),Feel It - From The Original Series “Invincible”,2024-04-30 6:50,3SAga35lAPYdjj3qyfEsCF,,0.565,0.593,8.0,-5.864,1.0,0.0883,0.0288,0.0,0.215,0.429,120.509,157974.0,4.0
SZA,Saturn,Saturn,2024-04-30 6:47,1bjeWoagtHmUKputLVyDxQ,,0.411,0.619,1.0,-6.834,1.0,0.0368,0.62,0.0,0.11,0.337,177.937,186192.0,4.0
David Kushner,Daylight,Daylight,2024-04-30 6:43,1odExI7RdWc4BT515LTAwj,,0.508,0.43,2.0,-9.475,0.0,0.0335,0.83,0.000441,0.093,0.324,130.09,212954.0,4.0
Tate McRae,One Day,One Day,2024-04-30 6:40,7l9IqDtVWJurTvkQHq1BGh,,0.602,0.626,2.0,-5.323,0.0,0.0396,0.0129,9.02e-06,0.144,0.619,160.118,207120.0,4.0
cassö,Prada,Prada,2024-04-30 6:38,15vePScuEPjJeOWsnNqGgo,,0.779,0.634,1.0,-7.185,1.0,0.173,0.169,0.00185,0.164,0.556,138.059,243560.0,4.0
Labrinth,Ends & Begins,Never Felt So Alone,2024-04-30 6:35,6unndO70DvZfnXYcYQMyQJ,,0.436,0.409,5.0,-4.438,1.0,0.0533,0.499,0.000166,0.38,0.363,98.357,160166.0,3.0
Tate McRae,greedy,greedy,2024-04-30 6:33,3rUGC1vUpkDG9CZFHMur1t,,0.749,0.729,6.0,-3.19,0.0,0.0321,0.261,0.0,0.113,0.816,111.004,131872.0,1.0
Artemas,pretty,cross my heart,2024-04-30 6:30,1GnTBbaFtxNkHEjUsWEdNu,,0.807,0.462,8.0,-10.756,1.0,0.201,0.0762,0.000718,0.205,0.229,132.408,146216.0,4.0
Taylor Swift,Lover,Cruel Summer,2024-04-30 6:27,1BxfuPKGuaTgP7aM0Bbdwr,,0.552,0.702,9.0,-5.707,1.0,0.157,0.117,2.06e-05,0.105,0.564,169.994,178427.0,4.0
The Weeknd,Popular (Music from the HBO Original Series),Popular (with Playboi Carti & Madonna) - From The Idol Vol. 1 (Music from the HBO Original Series),2024-04-30 6:24,6WzRpISELf3YglGAh7TXcG,,0.854,0.674,1.0,-6.23,1.0,0.184,0.0517,8.53e-05,0.509,0.848,99.022,215467.0,4.0
JVKE,this is what winter feels like,this is what winter feels like,2024-04-30 6:20,1TbxAY9cb9MbvTifjcvSkJ,,0.59,0.506,2.0,-5.7,1.0,0.0596,0.652,0.466,0.375,0.356,115.051,194783.0,4.0
Isabel LaRosa,i'm yours,i'm yours,2024-04-30 6:14,37vVp2sWHuuIBOSl1NswP6,,0.398,0.705,5.0,-7.07,0.0,0.0756,0.204,5.13e-05,0.443,0.635,111.487,145668.0,4.0
Olivia Rodrigo,SOUR,traitor,2024-04-30 6:10,5CZ40GBx1sQ9agT82CLQCT,,0.38,0.339,3.0,-7.885,1.0,0.0338,0.691,0.0,0.12,0.0849,100.607,229227.0,4.0
Lone Tusker,Runaway,Runaway,2024-04-30 6:01,5lzQCyJvLdtMdmamGb4ilq,,0.589,0.431,4.0,-6.972,1.0,0.142,0.82,0.0,0.14,0.387,95.684,293936.0,4.0
Usher,Raymond v Raymond (Expanded Edition),DJ Got Us Fallin' in Love (feat. Pitbull),2024-04-30 5:46,4356Typ82hUiFAynbLYbPn,,0.663,0.861,7.0,-3.398,0.0,0.109,0.0338,0.0,0.082,0.654,119.963,220800.0,4.0
Dua Lipa,Future Nostalgia,Levitating (feat. DaBaby),2024-04-30 5:43,5nujrmhLynf4yMoMtj8AQF,,0.702,0.825,6.0,-3.787,0.0,0.0601,0.00883,0.0,0.0674,0.915,102.977,203064.0,4.0
Lone Tusker,Softcore,Softcore,2024-04-30 5:37,5TUT4BfxUoyillth9azvkH,,0.607,0.744,9.0,-7.609,0.0,0.0517,0.39,0.012,0.152,0.295,102.011,156471.0,4.0
twenty one pilots,Blurryface,Stressed Out,2024-04-30 5:34,3CRDbSIZ4r5MsZ0YwxuEkn,,0.734,0.637,4.0,-5.677,0.0,0.141,0.0462,2.29e-05,0.0602,0.648,169.977,202333.0,4.0
Avicii,Levels,Levels,2024-04-30 5:30,5UqCQaDshqbIk3pkhy4Pjg,,0.584,0.889,1.0,-5.941,0.0,0.0343,0.0462,0.828,0.309,0.464,126.04,199907.0,4.0
Lone Tusker,Mirrors,Mirrors,2024-04-30 5:23,5IO87wqMV7UPuRAgaILfsK,,0.653,0.632,0.0,-8.05,1.0,0.054,0.12,0.0103,0.347,0.277,131.993,193636.0,4.0
Maroon 5,Overexposed (Deluxe),One More Night,2024-04-30 5:20,4XNrMwGx1SqP01sqkGTDmo,,0.718,0.82,5.0,-3.453,0.0,0.0323,0.0444,0.0,0.0846,0.613,92.998,219467.0,4.0
Aaron Smith,Dancin (feat. Luvli) [KRONO Remix],Dancin (feat. Luvli) - Krono Remix,2024-04-30 5:16,4IlqQhaxrGPxmg35YcXXuS,,0.751,0.727,10.0,-9.789,0.0,0.0304,0.0442,0.0338,0.1,0.28,119.982,256000.0,4.0
Usher,Confessions (Expanded Edition),Yeah! (feat. Lil Jon & Ludacris),2024-04-30 5:12,5rb9QrpfcKFHM1EUbSIurX,,0.894,0.791,2.0,-4.699,1.0,0.112,0.0183,0.0,0.0388,0.583,105.018,250373.0,4.0
Rihanna,Good Girl Gone Bad: Reloaded,Don't Stop the Music,2024-04-30 5:08,0ByMNEPAPpOR5H69DVrTNy,,0.834,0.669,6.0,-5.582,0.0,0.0637,0.0341,7.18e-05,0.0535,0.547,122.669,267080.0,4.0
Flo Rida,My House,GDFR (feat. Sage the Gemini & Lookas),2024-04-30 5:04,6N9ZOtguCnnrvwH7zD82WJ,,0.657,0.827,5.0,-4.036,1.0,0.0734,0.000704,0.00534,0.065,0.69,145.889,190186.0,4.0
Pitbull,Greatest Hits,Give Me Everything (feat. Nayer),2024-04-30 5:00,4QNpBfC0zvjKqPJcyqBy9W,,0.671,0.939,8.0,-3.206,1.0,0.161,0.191,0.0,0.298,0.53,129.024,252307.0,4.0
Lone Tusker,You're Somebody Else,You're Somebody Else,2024-04-30 4:58,2wLIUEezoxZDKBtK3Qzmbk,,0.622,0.741,1.0,-7.2,1.0,0.0295,0.277,0.0293,0.342,0.219,119.981,158000.0,4.0
Maroon 5,Hands All Over,Moves Like Jagger - Studio Recording From The Voice Performance,2024-04-30 4:51,3kyapeKxIdcSixS9NdUGIH,,0.791,0.493,11.0,-7.4,0.0,0.0417,0.00481,0.917,0.117,0.755,127.975,202467.0,4.0
Nicki Minaj,Pink Friday: Roman Reloaded The Re-Up (Explicit Version),Starships,2024-04-30 4:47,1oHNvJVbFkexQc0BpQp7Y4,,0.747,0.716,11.0,-2.457,0.0,0.0751,0.135,0.0,0.251,0.751,125.006,210627.0,4.0
Jason Derulo,Everything Is 4,Want To Want Me,2024-04-30 4:40,7oGZAicScQt96OAW4AruYy,,0.775,0.68,0.0,-5.508,0.0,0.0629,0.00906,0.0,0.109,0.656,114.025,207719.0,4.0
LMFAO,Sorry for Party Rocking,Party Rock Anthem,2024-04-30 4:32,0IkKz2J93C94Ei4BvDop7P,,0.75,0.727,5.0,-4.21,0.0,0.142,0.0188,0.0,0.266,0.359,129.992,262173.0,4.0
Gym Class Heroes,The Papercut Chronicles II,Stereo Hearts (feat. Adam Levine),2024-04-30 4:28,0qOnSQQF0yzuPWsXrQ9paz,,0.646,0.795,9.0,-3.293,1.0,0.0976,0.0319,0.0,0.267,0.796,89.99,210960.0,4.0
Katy Perry,Teenage Dream,Last Friday Night (T.G.I.F.),2024-04-30 4:24,3avYqdwHKEq8beXbeWCKqJ,,0.652,0.81,3.0,-3.789,0.0,0.0406,0.00129,2.91e-05,0.667,0.732,126.022,230733.0,4.0
Loud Luxury,Body,Body,2024-04-30 4:17,21RzyxY3EFaxVy6K4RqaU9,,0.752,0.764,1.0,-4.399,1.0,0.038,0.0476,9.44e-05,0.0543,0.582,121.958,163216.0,4.0
Nico & Vinz,Black Star Elephant,Am I Wrong,2024-04-30 4:13,1fidCEsYlaVE3pHwKCvpFZ,,0.729,0.675,8.0,-6.003,1.0,0.0312,0.175,1.58e-06,0.55,0.779,119.968,245867.0,4.0
The Chainsmokers,Memories...Do Not Open,Something Just Like This,2024-04-30 4:09,6RUKPb4LETWmmr3iAEQktW,,0.617,0.635,11.0,-6.769,0.0,0.0317,0.0498,1.44e-05,0.164,0.446,103.019,247160.0,4.0
Baby Keem,The Melodic Blue,16,2024-04-30 3:52,1Is8hGpkGMiePASAxBluxM,,0.701,0.782,1.0,-4.987,1.0,0.138,0.0918,2.31e-06,0.124,0.57,94.03,156040.0,4.0
Tate McRae,exes (Regard Remix),exes - Regard Remix,2024-04-30 3:42,4E63weMCaNZuGPEFMnuEi8,,0.821,0.575,5.0,-6.57,0.0,0.0589,0.173,0.000242,0.114,0.611,136.962,159401.0,4.0
Cochise,TELL EM,TELL EM,2024-04-30 3:03,7nc7mlSdWYeFom84zZ8Wr8,,0.672,0.717,5.0,-7.476,1.0,0.226,0.103,0.0,0.398,0.473,157.905,180380.0,4.0
JID,Surround Sound (feat. 21 Savage & Baby Tate),Surround Sound (feat. 21 Savage & Baby Tate),2024-04-30 2:59,1udwFobQ1JoOdWPQrp2b6u,,0.574,0.567,7.0,-7.126,0.0,0.465,0.164,0.0,0.258,0.526,75.965,229938.0,4.0
Key Glock,Glockoma,Gang Shit No Lame Shit,2024-04-30 2:53,6gbiTbclnHlmSIPfmF2zEc,,0.828,0.434,5.0,-10.609,1.0,0.301,0.0394,0.0,0.0806,0.38,115.071,131600.0,4.0
Kanye West,ye,All Mine,2024-04-30 2:50,3w0w2T288dec0mgeZZqoNN,,0.594,0.811,1.0,-5.746,1.0,0.159,0.189,0.0,0.339,0.311,148.144,264324.0,4.0
Khalid,American Teen,Young Dumb & Broke,2024-04-30 2:37,5Z3GHaZ6ec9bsiI5BenrbY,,0.799,0.539,1.0,-6.351,1.0,0.0421,0.199,1.66e-05,0.165,0.394,136.948,202547.0,4.0
Rae Sremmurd,SremmLife 2 (Deluxe),Black Beatles,2024-04-30 2:10,6fujklziTHa8uoM5OQSfIo,,0.794,0.632,0.0,-6.163,1.0,0.0649,0.142,0.0,0.128,0.355,145.926,291893.0,4.0
Dayglow,Fuzzybrain,Hot Rod,2024-04-30 2:06,5euumi7eqEgmxvCIJw2pSp,,0.707,0.768,7.0,-7.072,1.0,0.0323,0.0279,0.000292,0.169,0.832,139.985,204014.0,4.0
Claire Rosinkranz,Backyard Boy (Stripped),Backyard Boy,2024-04-29 19:51,04F42oEuKrRComYJfJuyVR,,0.817,0.635,5.0,-7.246,1.0,0.163,0.323,0.0,0.0738,0.454,138.015,129241.0,4.0
JVKE,this is what ____ feels like (Vol. 1-4),i can't help it,2024-04-29 19:47,3F3roWqJPMtmLbPPl93bbR,,0.459,0.639,1.0,-4.152,1.0,0.0638,0.236,0.00922,0.248,0.344,155.935,177887.0,4.0
JVKE,this is what ____ feels like (Vol. 1-4),catch me,2024-04-29 19:44,4C3ZV2ZeVh5A7LOkCZpjj1,,0.442,0.55,10.0,-3.845,1.0,0.184,0.73,0.00059,0.276,0.332,101.389,177237.0,3.0
JVKE,this is what ____ feels like (Vol. 1-4),this is what falling out of love feels like,2024-04-29 19:42,7ptNB6qKNJDEL8wrG0BuLq,,0.323,0.807,10.0,-5.031,0.0,0.251,0.649,0.00568,0.638,0.366,173.874,141164.0,3.0
JVKE,this is what ____ feels like (Vol. 1-4),save your breath,2024-04-29 19:39,5Ir3dOzPQ9Q30dC45J6QzH,,0.483,0.491,2.0,-5.389,1.0,0.0694,0.695,0.000555,0.128,0.4,111.956,165965.0,4.0
JVKE,this is what ____ feels like (Vol. 1-4),wonder if she loves me,2024-04-29 19:36,5cceQYu8V7ZdFkMvdH6qPK,,0.463,0.58,0.0,-3.664,1.0,0.128,0.598,0.0,0.622,0.454,83.995,160676.0,4.0
JVKE,this is what ____ feels like (Vol. 1-4),this is what sadness feels like,2024-04-29 19:33,2PWTZV5znjLtZC5T1EVJvL,,0.422,0.44,11.0,-5.53,1.0,0.0544,0.617,0.0,0.0837,0.332,128.934,120308.0,5.0
JVKE,this is what ____ feels like (Vol. 1-4),ghost town,2024-04-29 19:31,4QSUJTIteKNE0w4Ex98MSb,,0.647,0.599,0.0,-2.291,0.0,0.0681,0.364,3.24e-05,0.102,0.28,164.084,157791.0,4.0
JVKE,this is what ____ feels like (Vol. 1-4),i'm not okay,2024-04-29 19:28,1fiSki9Yy5lekUUpV4mByo,,0.434,0.467,1.0,-5.926,0.0,0.0434,0.849,1.42e-05,0.143,0.141,128.504,145189.0,3.0
JVKE,this is what ____ feels like (Vol. 1-4),This Is What Heartbreak Feels Like,2024-04-29 19:25,4RxdAzEmkPXTiIU6ULLoXh,,0.707,0.474,1.0,-4.603,1.0,0.0672,0.578,0.0,0.11,0.538,109.991,157636.0,4.0
JVKE,this is what ____ feels like (Vol. 1-4),golden hour,2024-04-29 19:23,5odlY52u43F5BjByhxg7wg,,0.515,0.593,4.0,-4.801,1.0,0.0322,0.653,0.162,0.25,0.153,94.467,209260.0,3.0
Mac Miller,K.I.D.S. (Deluxe),The Spins,2024-04-29 19:19,7FAFkQQZFeNwOFzTrSDFIh,,0.794,0.766,9.0,-3.894,0.0,0.0377,0.0135,0.0,0.0785,0.55,127.006,195873.0,4.0
Wallows,Nothing Happens,Are You Bored Yet? (feat. Clairo),2024-04-29 19:16,57RA3JGafJm5zRtKJiKPIm,,0.682,0.683,8.0,-6.444,0.0,0.0287,0.156,2.32e-05,0.273,0.64,120.023,178000.0,4.0
Grouplove,Never Trust a Happy Song,Tongue Tied,2024-04-29 19:12,0GO8y8jQk1PkHzS31d699N,,0.56,0.936,3.0,-5.835,1.0,0.0439,0.00847,0.0,0.161,0.371,112.96,218013.0,4.0
Zach Bryan,Dawns (feat. Maggie Rogers),Dawns (feat. Maggie Rogers),2024-04-29 19:07,42TtHTxWk782ZBiqyOi2d1,,0.447,0.441,0.0,-7.658,1.0,0.0456,0.874,4.36e-05,0.188,0.286,122.811,290892.0,4.0
Djo,DECIDE,End of Beginning,2024-04-29 19:04,0xIUVUtLJaTUYaMG2AC9lw,,0.827,0.615,11.0,-9.149,0.0,0.0527,0.0479,0.732,0.0809,0.953,101.004,212673.0,4.0
Olivia Rodrigo,SOUR,deja vu,2024-04-29 18:57,6HU7h9RYOaPRFeh0R3UeAr,,0.442,0.612,2.0,-7.222,1.0,0.112,0.584,5.7e-06,0.37,0.178,180.917,215507.0,4.0
Harry Styles,As It Was,As It Was,2024-04-29 18:54,4Dvkj6JhhA12EX05fT7y2e,,0.52,0.731,6.0,-5.338,0.0,0.0557,0.342,0.00101,0.311,0.662,173.93,167303.0,4.0
The Walters,I Love You So,I Love You So,2024-04-29 18:48,4SqWKzw0CbA05TGszDgMlc,,0.575,0.648,10.0,-4.891,1.0,0.0358,0.583,0.0,0.115,0.466,75.977,160240.0,4.0
JVKE,this is what ____ feels like (Vol. 1-4),this is what falling in love feels like,2024-04-29 18:46,2PWTZV5znjLtZC5T1EVJvL,,0.422,0.44,11.0,-5.53,1.0,0.0544,0.617,0.0,0.0837,0.332,128.934,120308.0,5.0
Cage the Elephant,Melophobia,Cigarette Daydreams,2024-04-29 18:40,2tznHmp70DxMyr2XhWLOW0,,0.636,0.676,2.0,-3.442,1.0,0.0263,0.0807,0.0,0.0831,0.273,113.98,208760.0,4.0
Lord Huron,Lonesome Dreams,Ends of the Earth,2024-04-29 18:36,1KQsrNv2vEW7AXKTrFz0Ah,,0.553,0.578,4.0,-8.679,1.0,0.0299,0.267,0.0377,0.267,0.407,120.993,284147.0,4.0
Harry Styles,Fine Line,Cherry,2024-04-29 18:31,4Dvkj6JhhA12EX05fT7y2e,,0.52,0.731,6.0,-5.338,0.0,0.0557,0.342,0.00101,0.311,0.662,173.93,167303.0,4.0
Edison Lighthouse,Love Grows (Where My Rosemary Goes) & Other Gems,Love Grows (Where My Rosemary Goes),2024-04-29 18:28,5Ts1DYOuouQLgzTaisxWYh,,0.568,0.824,9.0,-4.613,1.0,0.0299,0.403,0.0,0.0855,0.753,108.625,174760.0,4.0
BØRNS,Dopamine,Electric Love,2024-04-29 18:25,2GiJYvgVaD2HtM8GqD9EgQ,,0.611,0.797,6.0,-7.627,0.0,0.0533,0.00543,0.00137,0.26,0.518,120.041,218107.0,4.0
sapientdream,past lives,Past Lives,2024-04-29 17:59,3oELxRDbAzyvOodhd5FQzB,,0.711,0.343,3.0,-10.772,1.0,0.0301,0.918,0.518,0.125,0.143,116.008,153103.0,4.0
fam0uz,BABYDOLL X The Perfect Girl,BABYDOLL X The Perfect Girl,2024-04-29 17:57,02x1qzpnBEEY3z7DD1VVoP,,0.631,0.667,3.0,-7.259,0.0,0.041,0.00167,0.00143,0.596,0.709,119.933,134284.0,4.0
Labrinth,Imagination & the Misfit Kid,Mount Everest,2024-04-29 17:54,1ZdhOMWyFR8Iv9eylMGYg2,,0.494,0.428,0.0,-7.239,0.0,0.205,0.236,0.0698,0.0816,0.44,87.724,157497.0,4.0
Glass Animals,Dreamland,Heat Waves,2024-04-29 17:50,3USxtqRwSYz57Ewm6wWRMp,,0.761,0.525,11.0,-6.9,1.0,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,238805.0,4.0
LXNGVX,Montagem Mysterious Game,Montagem Mysterious Game,2024-04-29 17:49,7vOmSP2647oNUGGEhWd1cr,,0.537,0.64,1.0,-10.441,1.0,0.104,0.146,0.878,0.157,0.222,130.051,103495.0,4.0
DNCE,SWAAY,Toothbrush,2024-04-29 17:41,7ciLq0Cip0yxiz6KANrOUq,,0.556,0.785,7.0,-5.842,1.0,0.133,0.122,0.0,0.468,0.825,104.978,231813.0,4.0
EGZOD,Royalty,Royalty,2024-04-29 17:38,4mq0d3Ko5URwwvR4uh2T4H,,0.569,0.951,8.0,-5.76,0.0,0.134,0.209,4.51e-05,0.0864,0.394,140.047,192214.0,4.0
Clairo,Sling,Amoeba,2024-04-29 6:23,0HAqq2GcQKyi3s87GuN7jU,,0.739,0.491,6.0,-11.515,1.0,0.027,0.791,0.0366,0.1,0.707,111.008,228922.0,4.0
Olivia Rodrigo,GUTS,vampire,2024-04-29 6:23,1kuGVB7EU95pJObxwvfwKS,,0.484,0.53,5.0,-5.821,1.0,0.0538,0.154,0.0,0.263,0.323,136.848,219724.0,4.0
TV Girl,French Exit,Lovers Rock,2024-04-29 6:13,6dBUzqjtbnIa1TwYbyw5CM,,0.559,0.871,5.0,-5.338,0.0,0.0397,7.53e-06,0.00545,0.096,0.572,104.97,213920.0,4.0
Sabrina Carpenter,Espresso,Espresso,2024-04-29 6:08,2qSkIjg1o9h3YT9RAgYN75,,0.701,0.76,0.0,-5.478,1.0,0.0285,0.107,6.54e-05,0.185,0.69,103.969,175459.0,4.0
Lorde,Melodrama,Supercut,2024-04-29 6:03,6K8VQ84MqhsoakN5MjrnVR,,0.562,0.437,0.0,-10.229,1.0,0.052,0.219,2.18e-05,0.0806,0.15,124.852,277506.0,4.0
Future,WE DON'T TRUST YOU,Like That,2024-04-29 5:59,6GBEqPpPsxf1NOtA4TGno4,,0.353,0.97,8.0,-4.799,1.0,0.103,1.51e-05,0.929,0.385,0.499,154.988,160961.0,4.0
bôa,Twilight,Duvet,2024-04-29 5:53,42qNWdLKCI41S4uzfamhFM,,0.583,0.888,11.0,-9.414,0.0,0.0349,0.191,4.58e-05,0.0936,0.706,93.206,203600.0,4.0
Still Woozy,Shotput,Shotput,2024-04-29 5:46,6RmWk7p9QY8VMGHdgq4Ulh,,0.712,0.662,6.0,-4.777,0.0,0.059,0.318,0.000686,0.17,0.903,100.881,170698.0,4.0
Chappell Roan,Good Luck Babe!,Good Luck Babe!,2024-04-29 5:43,0WbMK4wrZ1wFSty9F7FCgu,,0.7,0.582,11.0,-5.96,0.0,0.0356,0.0502,0.0,0.0881,0.785,116.712,218424.0,4.0
Illit,SUPER REAL ME,Magnetic,2024-04-29 5:40,2KYwtEX70O5wD2xEn4a42J,,0.841,0.644,6.0,-4.894,1.0,0.107,0.287,0.000651,0.204,0.773,121.031,171818.0,4.0
Jung Kook,GOLDEN,Yes or No,2024-04-29 5:37,2gkVEnpahpE3bQuvGuCpAV,,0.671,0.839,1.0,-2.645,1.0,0.0866,0.179,0.0,0.0748,0.882,83.845,147557.0,4.0
Olivia Rodrigo,GUTS (spilled),so american,2024-04-29 5:35,5Jh1i0no3vJ9u4deXkb4aV,,0.435,0.947,8.0,-1.896,1.0,0.117,0.0337,0.0,0.691,0.503,93.278,169717.0,4.0
