Artist,Album,Song,Song ID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Baby Keem,The Melodic Blue (Deluxe),lost souls,02rdXe0KhMe8p6ZHzYtuw0,0.649,0.347,1,-7.67,0,0.404,0.485,3.24E-05,0.154,0.176,169.994,269728,4
Baby Keem,The Melodic Blue (Deluxe),south africa,7HyAAmp8lsDoDHxyvaEaDK,0.926,0.459,5,-6.203,1,0.053,0.00685,0,0.139,0.546,117.868,174502,4
Baby Keem,The Melodic Blue (Deluxe),gorgeous,1Is8hGpkGMiePASAxBluxM,0.701,0.782,1,-4.987,1,0.138,0.0918,2.31E-06,0.124,0.57,94.03,156040,4
Baby Keem,The Melodic Blue (Deluxe),issues,1Is8hGpkGMiePASAxBluxM,0.701,0.782,1,-4.987,1,0.138,0.0918,2.31E-06,0.124,0.57,94.03,156040,4
Baby Keem,The Melodic Blue (Deluxe),scapegoats,74bdnHhtEzkM49KQJh4hK8,0.628,0.437,4,-7.143,0,0.171,0.922,0,0.154,0.586,87.864,76832,4
Baby Keem,The Melodic Blue (Deluxe),trademark usa,15hJmqqEtASVXl6sM7i4UF,0.615,0.6,10,-5.62,1,0.27,0.107,1.61E-06,0.283,0.0661,130.027,270671,4
Marian Hill,Act One (The Complete Collection),Wasted,2vCyLvNnBguMAY6iESbxjf,0.786,0.622,2,-5.035,1,0.0734,0.00554,0,0.0866,0.875,120.046,208200,4
Ryan Trey,LV Smoke,LV Smoke,65APBxUtoaJnO97ohduFmD,0.767,0.673,3,-6.417,0,0.0609,0.662,0,0.236,0.926,114.079,151514,4
Roddy Ricch,LIVE LIFE FAST,thailand,0qHPxjC83zQYcxe39xSShx,0.875,0.478,7,-10.562,1,0.218,0.00717,0,0.147,0.409,128.99,200959,4
YK Osiris,The Golden Child,Worth It - Remix,0PQoUlzP7ILdcrzpajHXc0,0.749,0.535,5,-4.054,0,0.0637,0.517,0,0.0942,0.459,124.004,189253,5
Jack Harlow,Nail Tech,Nail Tech,62Yo3FDddWY8ydu6PW2wyz,0.677,0.557,1,-8.409,1,0.0694,0.00508,8.36E-06,0.0984,0.1,150.127,206385,4
Rush Alone,Runaway,Runaway,6GhDVvKUE1f0xg7hTv9eZN,0.481,0.924,7,-8.266,1,0.0659,0.00153,0.802,0.0657,0.37,141.09,265813,4
Cilo,LOS,Gotdamn,7J8YTp4JFQuQXTNLexx3g8,0.866,0.431,7,-10.006,0,0.133,0.0127,9.33E-06,0.0865,0.0948,128.053,106893,4
BasicInstinct,Just dance drill beat,Just dance drill beat,15S7OW5TQTHlridEF1vndE,0.871,0.632,1,-6.83,0,0.112,0.25,0,0.305,0.703,139.959,216482,4
Syndrome,Idolz,Opium,0K7JxOMOrnq8JPHIcc3dow,0.662,0.854,1,-2.934,0,0.0509,0.0416,0.000886,0.757,0.723,144.737,245640,4
Phlocalyst,Focus,Focus,18hhnu42fi5F8rCnjauy8m,0.569,0.161,7,-21.808,1,0.0314,0.709,0.813,0.112,0.0864,109.97,108000,4
Franz Liszt,Labyrinth,Consolations S. 172: No. 3 Lento placido,4ExtqIKNZLLmatRTVzlzFu,0.269,0.00229,1,-39.158,1,0.0372,0.986,0.868,0.174,0.0882,69.659,312813,3
Nathan Kawanishi,Freshman Tape,Yokohama,4vn5bfifpa1Io7OpRnHZP6,0.645,0.51,0,-8.353,0,0.194,0.873,0.882,0.216,0.767,79.797,111750,4
Phlocalyst,Relatives,Old Friend,2YBB9uvgHOpG0kAu5Ew6uK,0.415,0.0949,8,-13.768,1,0.0639,0.941,0.909,0.11,0.216,74.555,118375,4
sugi.wa,ctrl.,ctrl.,2U8nzY4qxf0slSREPlqLtr,0.64,0.662,5,-5.307,1,0.0704,0.101,0,0.107,0.454,160.139,127713,4
Loafy Building,High Flying,Max's Garden,3lhnYQ4DDl7LxPihjBkoJU,0.644,0.506,9,-7.938,0,0.0325,0.17,0.427,0.0877,0.938,127.556,197200,4
Fourwalls,Staring Contest,Nobody There,5FURW8dCx8bcvXe5mCHHSJ,0.591,0.703,9,-8.354,1,0.0377,0.0334,0.0943,0.0948,0.701,159.974,270452,4
Bert,About Love,Tea in the Evening,6BJDjngDqjQSc62pxkdtJp,0.959,0.219,0,-12.768,1,0.0773,0.746,0.887,0.0973,0.138,130.059,103543,4
Elior,2 Am. Study Session,Ships,6JcVoMVqPFehOcUwe4uSRV,0.421,0.781,9,-8.696,0,0.0561,0.16,0.000788,0.11,0.0632,144.916,246893,4
Aimless,beats from 2017,oliver,6YP5uCHX5n6iTvleUiZLdU,0.525,0.491,6,-8.004,0,0.319,0.804,0.875,0.182,0.36,155.796,86923,4
Baby Keem,The Melodic Blue (Deluxe),range brothers (with Kendrick Lamar),0UTyLmkQgPOEIz95OVAJTR,0.667,0.582,11,-5.791,0,0.267,0.00466,0,0.124,0.141,121.972,316733,4
Trippie Redd,Last Days,Last Days,7Cod22C0mM632jZbZBfqvH,0.459,0.841,1,-5.97,0,0.0772,0.00961,0.00461,0.173,0.335,183.911,154040,4
Ayo & Teo,Rolex,Rolex,0pSBuHjILhNEo55xK1zrRt,0.804,0.886,1,-2.512,1,0.04,0.0837,0,0.266,0.789,144.946,238587,4
jazzinuf,Soul Mates,Soul Mates,7pFRhCj70NUNZG4xMDEQj8,0.517,0.509,3,-9.917,1,0.137,0.407,0.311,0.251,0.37,74.98,96343,4
Masakatsu Takagi,Kagayaki,Shiraiki,44MAe7e2MbOPLnP3XWC8ie,0.626,0.462,2,-11.36,1,0.0715,0.0175,1.44E-06,0.067,0.672,102.35,251000,4
Masakatsu Takagi,Kagayaki,Tani No Hamabe,3gJ3yI4UgOg8lY8EUxrFvO,0.56,0.628,2,-9.747,1,0.0272,0.089,0.235,0.0859,0.709,131.255,328267,4
Masakatsu Takagi,Kagayaki,Totorokimidu,5floNyItopWZyB4IzKrJtW,0.498,0.73,4,-10.326,1,0.0388,0.076,0.0579,0.0712,0.724,131.019,260333,4
Masakatsu Takagi,Kagayaki,Ooharu,7hgTD3nmWLbF58Rsugc27d,0.594,0.779,11,-9.609,0,0.0435,0.117,0.844,0.0404,0.765,104.434,350000,4
Masakatsu Takagi,Kagayaki,Urute,3wIaeSSHF9mKhHwmxLUd47,0.257,0.298,4,-17.211,1,0.0569,0.688,0.353,0.273,0.207,106.463,218000,3
Nordic Chamber Choir,O Magnum Mysterium,O Magnum Mysterium,0S0YKiEdR9cT9pYgEaTevF,0.0623,0.0116,2,-27.893,1,0.0567,0.991,0.445,0.0816,0.0331,65.057,415800,3
Ludwig van Beethoven,BEETHOVEN: Chamber Music for Horns Winds and Strings,Wind Quintet in E-Flat Major Hess 19: II. Adagio maestoso,5TGCJDjLkKg05iT1ajUE1w,0.15,0.0234,3,-24.527,1,0.0432,0.995,0.936,0.103,0.066,62.36,232333,4
Natalino Serafin,Reggimi,Reggimi,6YLD5UAaxYG9w4D7rI6PaQ,0.428,0.00354,0,-30.752,1,0.0457,0.994,0.94,0.114,0.345,55.059,157000,3
A Winged Victory for the Sullen,AWVFTS 0:5 (The Undivided Five Story),Adios Florida (Snippet),4hXbgLSxx2EeY7u2GGkrd5,0.485,0.915,9,-6.771,0,0.127,0.00419,0.00018,0.325,0.366,115.521,173773,4
Jordy Chandra,Summer Picnic,Summer Picnic,5qLIUUbJUlb3aXEiDThZef,0.726,0.322,10,-12.98,1,0.0442,0.784,0.897,0.663,0.489,104.1,115385,4
Rae Sremmurd,SremmLife,No Type,4scpF6J5uMBvoh6sFB7EL1,0.888,0.486,6,-7.803,1,0.16,0.0158,4.11E-06,0.0925,0.232,125.079,200080,4
Nedaj,GENESIS,code,1ige2Xuzh6Kxv097VGhixQ,0.321,0.951,11,-3.721,0,0.0692,4.81E-05,0.607,0.192,0.12,89.94,181368,4
Ariana Grande,Dangerous Woman,Dangerous Woman,51ZQ1vr10ffzbwIjDCwqm4,0.645,0.646,5,-8.334,1,0.0427,0.0615,3.04E-05,0.074,0.295,115.842,228639,4
Zayn,Mind of Mine (Deluxe Edition),PILLOWTALK,0PDUDa38GO8lMxLCRc4lL1,0.584,0.7,11,-4.275,1,0.0456,0.117,0,0.0939,0.438,124.944,202747,4
Emeli Sandé,Our Version of Events,Next to Me,7oG3MWyTJHJJdSgy66hv2O,0.737,0.554,11,-6.279,0,0.0926,0.596,0,0.0915,0.614,131.289,217293,4
Yael Naim,Yael Naim,New Soul,09nEPqqMCJ5gNioi7M2dth,0.582,0.371,0,-8.519,1,0.0525,0.748,9.19E-05,0.122,0.604,200.085,225106,4
DaBaby,ROCKSTAR (feat. Roddy Ricch) [BLM REMIX],ROCKSTAR (feat. Roddy Ricch) - BLM REMIX,4Aykm3xrOFSHrAnv80KUhh,0.747,0.689,11,-7.246,1,0.242,0.197,0,0.0884,0.75,89.901,204547,4
DaBaby,BLAME IT ON BABY,ROCKSTAR (feat. Roddy Ricch),7ytR5pFWmSjzHJIeQkgog4,0.746,0.69,11,-7.956,1,0.164,0.247,0,0.101,0.497,89.977,181733,4
Tyla Yaweh,Heart Full of Rage,High Right Now,5DPASDOoVakOcD8EIhb46T,0.737,0.548,4,-7.003,0,0.0498,0.0127,9.76E-06,0.176,0.156,160.058,175759,4
Kiiara,L*** Is A Bad Word,L*** Is A Bad Word,3Kvce9qtIAmR4Axtq7mdGl,0.692,0.758,5,-4.826,1,0.217,0.14,0.0314,0.0928,0.241,84.42,146998,4
Noah Kahan,Busyhead,False Confidence,7nDFTHHwfe32a8qdp9XqPy,0.414,0.663,6,-7.77,1,0.0456,0.163,0,0.138,0.33,108.98,223400,4
MAX,Love Me Less (feat. Quinn XCII),Love Me Less (feat. Quinn XCII),2tOOcDDYkh0PSjr6GwPEAJ,0.732,0.856,11,-2.2,0,0.0929,0.0828,0,0.323,0.771,145.034,177670,4
Linkin Park,One More Light,Heavy (feat. Kiiara),104buTcnP2AsxqB7U1FIZ4,0.59,0.671,9,-6.098,1,0.0706,0.0484,0,0.0604,0.438,149.982,169801,4
Gabriel Fauré,Elgar,Elégie in C Minor Op. 24 (Arr. Parkin),4WyfQ9OavlPgFqiaV1sy8V,0.065,0.0415,0,-24.114,0,0.0448,0.966,0.892,0.0897,0.0368,55.634,455467,3
Playboi Carti,Die Lit,Old Money,29TPjc8wxfz4XMn21O7VsZ,0.785,0.903,2,-4.184,1,0.21,0.258,0,0.169,0.565,139.98,193234,4
Drake,Views,Childs Play,3NxAG2ni1lLa8RKL6a0INc,0.746,0.475,10,-11.243,0,0.113,0.0175,1.10E-05,0.197,0.292,80.006,241400,4
Juice WRLD,Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),Hide (feat. Seezyn),1goNZsIE8w3NQOzlP40veh,0.465,0.841,0,-4.35,1,0.0724,0.123,0,0.138,0.672,83.965,142026,4
Cochise,Pocket Rocket,Pocket Rocket,1FKG2wgJ75wS9MFNVZFiWd,0.711,0.646,2,-5.444,0,0.225,0.0216,0,0.0921,0.778,160.931,131500,3
Gunna,DS4EVER,P power (feat. Drake),0lEjxUUlKqjqXrVlIHFduD,0.828,0.591,1,-6.217,1,0.109,0.0199,0.000323,0.361,0.202,119.251,193347,4
A Boogie wit da Hoodie,Artist,Still Think About You,2FTeQQ5Rg9tBpgpTF5mnhE,0.946,0.646,5,-6.604,1,0.21,0.219,0,0.0643,0.961,127.978,246988,4
Juice WRLD,Goodbye & Good Riddance,Lean Wit Me,3oDkdAySo1VQQG0ptV7uwa,0.665,0.651,1,-5.515,1,0.156,0.0414,0,0.0896,0.237,163.935,175755,4
Trippie Redd,LIFE'S A TRIP,Taking a Walk,6vSRW8utiYAdoCfJG2v86r,0.764,0.526,0,-6.381,0,0.0544,0.678,0,0.163,0.323,81.004,121680,4
Rae Sremmurd,SremmLife 2 (Deluxe),Look Alive,2IGr3q6ljcpLvHDFLtI0yW,0.786,0.583,0,-7.415,1,0.0393,0.0552,1.84E-06,0.326,0.229,120.024,228000,4
Pop Smoke,Meet the Woo 2,Get Back,3DWjFSDEQ9IWz1mj449fB7,0.799,0.649,9,-6.546,1,0.306,0.0746,1.33E-05,0.517,0.566,142.004,108160,4
A Boogie wit da Hoodie,Hoodie SZN,Look Back At It,3Ol2xnObFdKV9pmRD2t9x8,0.791,0.587,3,-5.075,0,0.0413,0.407,0,0.148,0.536,96.057,179449,4
J. Cole,The Off-Season,m y . l i f e (with 21 Savage & Morray),0myEYpzyBetSo4tgKs7oUx,0.605,0.648,1,-7.539,0,0.272,0.0278,0,0.25,0.248,158.189,200800,4
Jack Harlow,Confetti,THRU THE NIGHT (feat. Bryson Tiller),1AgSUWSzmza5jF6ER5R68v,0.88,0.58,5,-5.032,0,0.0438,0.016,3.83E-06,0.0936,0.754,124.003,128409,4
Playboi Carti,Die Lit,Middle of the Summer (feat. Red Coldhearted),7AtBtwrKhz94hYXgGYyG58,0.64,0.674,8,-6.442,1,0.237,0.0119,0,0.0747,0.459,136.869,137027,4
Playboi Carti,Die Lit,Mileage (feat. Chief Keef),1oNcc2isuz7d3hc1fMoHqj,0.743,0.616,1,-6.285,1,0.181,0.0635,0,0.111,0.4,150.859,149760,4
Playboi Carti,Die Lit,Pull Up,42VsgItocQwOQC3XWZ8JNA,0.569,0.882,3,-2.777,0,0.06,0.0316,0,0.142,0.201,148.038,191701,4
Playboi Carti,Die Lit,Home (KOD),5wPyd3IQAZft1vmxoIqGrU,0.722,0.686,7,-6.173,0,0.24,0.316,0,0.352,0.435,77.015,162133,4
Playboi Carti,Die Lit,Poke It Out (with Nicki Minaj),2rPSFKzGeqUWwfcCFVkkq3,0.894,0.59,9,-5.716,1,0.221,0.0969,8.90E-06,0.329,0.576,147.009,269813,4
PAPITHBK,Thbk.,WHY AM I Waiting,6NhlQnIJQzURIVKbN4AaPS,0.906,0.535,3,-9.105,0,0.309,0.527,2.76E-06,0.0913,0.514,140.068,84427,4
DJ Snake,Encore,Let Me Love You,0lYBSQXN6rCTvUZvg9S0lU,0.475,0.715,8,-5.371,1,0.058,0.0863,2.67E-05,0.135,0.159,199.892,205947,4
MAGIC!,Don't Kill the Magic,Rude,6RtPijgfPKROxEzTHNRiDp,0.773,0.758,1,-4.993,1,0.0381,0.0422,0,0.305,0.925,144.033,224840,4
Ariana Grande,My Everything (Deluxe),Love Me Harder,5J4ZkQpzMUFojo1CtAZYpn,0.486,0.712,1,-4.388,0,0.0328,0.00936,0,0.0764,0.244,99.128,236133,4
Calvin Harris,Motion,Blame (feat. John Newman),07nH4ifBxUB4lZcsf44Brn,0.414,0.857,0,-4.078,0,0.0808,0.0287,0.00574,0.343,0.348,128.024,212960,4
Adele,21,Rolling in the Deep,4OSBTYWVwsQhGLF9NHvIbR,0.73,0.769,8,-5.114,1,0.0298,0.138,0,0.0473,0.507,104.948,228093,4
Bruno Mars,Unorthodox Jukebox,Treasure,55h7vJchibLdUkxdlX3fK7,0.874,0.692,5,-5.28,0,0.0431,0.0412,7.24E-05,0.324,0.937,116.017,178560,4
Selena Gomez & the Scene,When the Sun Goes Down,Love You Like a Love Song,0laYHRpNTS6i8FXdupHkJ4,0.858,0.678,1,-3.87,0,0.0469,0.0761,0,0.0741,0.922,117.009,188453,4
Drake,Views,Too Good,1wFFFzJ5EsKbBWZriAcubN,0.527,0.492,1,-9.774,1,0.279,0.0047,0,0.306,0.234,164.005,456934,4
Ayestí,Fiji Truth,Fiji Truth,1AOC6I5HQAKUTTlnBoRaSS,0.713,0.535,5,-8.061,0,0.0846,0.81,0,0.2,0.704,92.844,118000,4
Lil Man J,Loyalty,Loyalty,0FzuLQIRmOJVv8BNwTTQT9,0.853,0.691,1,-6.501,1,0.156,0.117,0,0.139,0.423,135.992,130517,4
Canking,lemme land?,lemme land?,4GAqWEmxzMZDZ1T0NFHqKG,0.76,0.702,0,-12.382,1,0.0362,0.123,1.38E-06,0.0807,0.885,118.783,170120,4
Connor Price,You Said,You Said,2k5rWMAz9RvFS3k3kk3cc5,0.726,0.481,0,-8.254,1,0.207,0.141,0,0.155,0.224,79.978,135000,4
347aidan,TROUBLED MEMORIES!,MEMORIES!,27XMmSWSOXJ7eVb40tH93T,0.835,0.381,9,-6.121,1,0.342,0.757,4.59E-06,0.121,0.31,154.973,137806,4
Levis Remix,She Make It Clap (Freestyle),She Make It Clap (Freestyle),6yqERs3HhVGhEhOUFfGjou,0.927,0.346,8,-19.754,0,0.0401,0.707,0.193,0.302,0.895,95.956,99792,4
iann dior,nothings ever good enough,emotions,1wLHhnkezROibkhRKej1Xx,0.576,0.794,9,-6.261,1,0.0388,0.0296,0.00012,0.161,0.503,144.4,222360,4
Soulache,haha,haha,4uUHWmCZYw49Ssd7de6Wwq,0.826,0.622,1,-6.24,1,0.33,0.225,0,0.132,0.359,133.12,210840,4
Sleepy Hallow,DON'T SLEEP,Breaking Bad (Okay),2KMPEI406H9G8UqiWDfuTK,0.748,0.62,1,-5.631,0,0.349,0.34,0,0.15,0.915,94.508,131287,4
347aidan,IDWK,IDWK,3awnZSyvKdi7rBLttHk36K,0.852,0.307,9,-10.275,1,0.298,0.403,0,0.236,0.727,140.08,123429,4
Garyshawn,Decisions,Boo Thang,5SQw3YSpmwPdJYQTVe4uL9,0.863,0.684,7,-7.683,0,0.16,0.344,0.49,0.299,0.639,100.013,175961,4
StaySolidRocky,Fallin',Party Girl,0XkmeG97T4mtYlWRJcrxec,0.752,0.375,6,-10.157,0,0.204,0.533,0,0.175,0.591,129.995,147673,4
Kanye West,True Love,True Love,06JvOZ39sK8D8SqiqfaxDU,0.712,0.861,5,-5.487,0,0.25,0.0182,6.09E-06,0.511,0.388,84.042,148571,4
The Kid LAROI,F*CK LOVE 3+: OVER YOU,SO DONE,5YnxnTS89l3FElIwfIAeSs,0.719,0.598,9,-6.254,1,0.077,0.232,0,0.115,0.303,142.592,126521,4
Sainté,Out the Blue,03',7dbyaRWWFvB9UG2vcwTd3J,0.942,0.441,11,-11.448,1,0.469,0.493,0,0.138,0.925,135.028,144000,4
Riovaz,Prom Night,Prom Night,6B2uIq7JV0UfleZOHAulKD,0.771,0.536,11,-16.116,0,0.109,0.194,0.00919,0.153,0.688,135.684,146939,4
STRACT,Losing Interest,Losing Interest,3RbNcjVnQixKa1sULcwd2K,0.96,0.36,10,-16.192,0,0.155,0.673,0.0177,0.293,0.639,114.927,136696,4
K1ngsam,1089,Bonnie and Clyde,3VbcrMrWNDx8ODrihHCR8f,0.872,0.497,11,-8.055,0,0.262,0.3,0,0.377,0.773,130.053,123066,4
Kyle Exum,Bassthoven,Bassthoven,0cMHHTYnljsZ4CcHsSnEyO,0.824,0.815,1,-5.269,0,0.0992,0.397,0,0.115,0.243,140.027,192447,4
Raye,My 21st Century Blues,Escapism.,5mHdCZtVyb4DcJw8799hZp,0.538,0.742,2,-5.355,1,0.114,0.138,4.67E-05,0.0934,0.25,96.107,272373,4
ViralityX,Novocaine (Remix),Novocaine (Sped Up Version) - Remix,7dXhFhkQIkuPLqdGSkSOX0,0.444,0.866,11,-2.437,1,0.0465,0.000106,1.39E-05,0.0366,0.74,188.035,169520,4
DRILL GATES,BUNNY GIRL SENPAI DRILL SPED UP,BUNNY GIRL SENPAI DRILL SPED UP,1GITdXoF05Dfrp64p5Fiha,0.648,0.563,2,-5.048,1,0.0717,0.328,0.757,0.217,0.707,173.619,78778,4
ViralityX,Low (SZA),Low (SZA) - Sped Up,3qVSOSK7UPPaNOuBvEEl3K,0.694,0.684,10,-8.267,0,0.0821,0.023,2.89E-06,0.374,0.27,85.319,98448,4
Hiko,Low (Sped Up) - If You See Me out in Public You Don't Know Me Keep It Silent,Low (Sped Up) - If You See Me out in Public You Don't Know Me Keep It Silent,30tg9CXdbIBf6kYP7oQwrn,0.549,0.606,11,-9.684,1,0.387,0.229,1.48E-05,0.154,0.297,165.021,151636,4
SZA,SOS,Low,7Bz8yww6UMbTgTVLG6zbI4,0.812,0.644,0,-10.761,1,0.0493,0.0877,0.785,0.0563,0.989,140.075,190827,4
Doja Cat,Planet Her,Ain't Shit,5lAnYvAIkSDNXqfo7DyFUm,0.855,0.488,3,-4.601,1,0.208,0.506,0,0.347,0.619,124.097,174253,4
Rae Sremmurd,Sremm 4 Life,Tanisha (Pump That),3mKMjQ85TygwyfBmJXFNiu,0.952,0.58,8,-7.137,0,0.252,0.227,2.48E-05,0.192,0.694,128.047,166875,4
J Balvin,Vibras,Mi Gente,7COfe3P7KgfwDwIRB8LIDw,0.548,0.703,11,-4.838,0,0.0772,0.0168,2.38E-05,0.143,0.286,104.666,185040,4
Kygo,Cloud Nine,Stole The Show,5masKPHeAOVNgxdLebIcK7,0.64,0.635,8,-7.565,0,0.226,0.271,0,0.319,0.475,100.034,223187,4
Meduza,Piece of Your Heart,Piece of Your Heart,5RDUCbvwPZdmjFbhZ5EY4N,0.677,0.744,10,-6.806,0,0.0296,0.0405,0.000153,0.074,0.631,124.077,152913,4
Selena Gomez,Revival (Deluxe),Same Old Love,1BZG99C7Co1r6QUC3zaS59,0.672,0.593,11,-4.01,0,0.0304,0.0223,0,0.214,0.438,98.02,229080,4
Jessie J,Sweet Talker (Deluxe Version),Bang Bang,0puf9yIluy9W0vpMEUoAnN,0.706,0.786,0,-3.417,0,0.091,0.26,0,0.38,0.751,150.028,199387,4
Pitbull,Planet Pit (Deluxe Version),Give Me Everything,4QNpBfC0zvjKqPJcyqBy9W,0.671,0.939,8,-3.206,1,0.161,0.191,0,0.298,0.53,129.024,252307,4
Idina Menzel,Frozen (Original Motion Picture Soundtrack / Deluxe Edition),Let It Go - From Frozen/Soundtrack Version,0qcr5FMsEO85NAQjrlDRKo,0.543,0.485,8,-6.79,1,0.0305,0.555,0,0.12,0.372,136.961,223840,4
Bruno Mars,Doo-Wops & Hooligans,Count on Me,7l1qvxWjxcKpB9PCtBuTbU,0.589,0.389,0,-5.972,1,0.028,0.851,0,0.0772,0.501,89.1,197470,4
Carl Douglas,The Soul of the Kung Fu Fighter,Kung Fu Fighting,7K8QsHbmUpSX37oOCL4e2g,0.621,0.764,2,-8.702,1,0.0578,0.146,4.97E-05,0.161,0.745,102.288,197936,4
Britney Spears,...Baby One More Time (Digital Deluxe Version),...Baby One More Time,3MjUtNVVq3C8Fn0MP3zhXa,0.759,0.699,0,-5.745,0,0.0307,0.202,0.000131,0.443,0.907,92.96,211067,4
One Direction,Up All Night,What Makes You Beautiful,4nVBt6MZDDP6tRVdQTgxJg,0.6,0.663,3,-5.802,1,0.0477,0.225,0,0.119,0.286,121.07,245493,4
Jodi Benson,The Little Mermaid Special Edition,Part of Your World,7BeV8s7R68eqPelMmvp5tu,0.905,0.604,4,-7.433,0,0.0413,0.149,9.24E-05,0.0523,0.899,109.196,242400,4
Lea Salonga,Aladdin Special Edition,A Whole New World,2wORNq3Ixw2pEuTQ3HaTv8,0.266,0.411,0,-7.407,1,0.0296,0.663,0,0.707,0.196,112.336,178973,4
Maroon 5,Red Pill Blues (Deluxe),Don't Wanna Know (feat. Kendrick Lamar),1nueTG77MzNkJTKQ0ZdGzT,0.783,0.611,7,-6.124,1,0.0695,0.343,0,0.0983,0.418,100.049,214265,4
Sia,This Is Acting,Cheap Thrills,378iszndTZAR4dH8kwsLC6,0.592,0.8,6,-4.931,0,0.215,0.0561,2.01E-06,0.0775,0.728,89.972,224813,4
Flo Rida,Wild Ones,Wild Ones (feat. Sia),1NpW5kyvO4XrNJ3rnfcNy3,0.608,0.86,5,-5.324,0,0.0554,0.0991,0,0.262,0.437,127.075,232947,4
Lady Gaga,The Fame,Poker Face,5R8dQOPq8haW94K7mgERlO,0.851,0.806,4,-4.618,1,0.0787,0.119,1.72E-06,0.121,0.774,119.001,237200,4
Gunna,WUNNA (Deluxe),ADDYS (feat. Nechie),0LFif0hMIAZiBn5yI0D6yq,0.883,0.631,11,-8.925,1,0.27,0.0275,0.00715,0.105,0.378,150.015,179373,4
Gunna,WUNNA,WUNNA,0y7Ao3CVJsyKFmqdjutiIF,0.89,0.455,0,-9,1,0.255,0.0217,0.0058,0.11,0.313,148.009,158240,4
Young Stoner Life,Slime Language 2,Paid the Fine (feat. Lil Baby & YTB Trench),0GqaZ1L5KAXMNngAZbGvLf,0.484,0.596,1,-8.523,1,0.424,0.0299,0,0.119,0.21,81.86,201547,4
Young Stoner Life,Slime Language 2,Solid (feat. Drake),6rTInqW3YECMkQsBEHw4sd,0.887,0.485,11,-9.358,0,0.2,0.0392,0,0.141,0.328,125.987,215693,4
Gunna,fukumean,fukumean (sped up version),4rXLjWdF2ZZpXCVTfWcshS,0.847,0.622,1,-6.747,0,0.0903,0.119,0,0.285,0.22,130.001,125040,4
Gunna,Drip Season 2,YSL (feat. Playboi Carti),6DXUcykWTq6sRARrOAE2Lc,0.788,0.611,11,-8.442,1,0.349,0.106,0,0.261,0.565,81.586,156144,4
Young Stoner Life,Slime Language 2,Proud of You (feat. Lil Uzi Vert & Yung Kayo),16eZmQoeajKH8G2nPe2chk,0.848,0.451,5,-7.539,0,0.228,0.0208,0,0.194,0.223,135.941,211733,4
Gunna,WUNNA,FEIGNING,7qaoXmlsSrndaQeDRPpOeW,0.793,0.536,5,-7.624,0,0.103,0.0704,3.86E-06,0.171,0.382,78.006,165680,4
Gunna,Drip Season,Young Nigga,0y7Ao3CVJsyKFmqdjutiIF,0.89,0.455,0,-9,1,0.255,0.0217,0.0058,0.11,0.313,148.009,158240,4
Gunna,DS4EVER,livin wild,13LrJDJhegSLCZzqd5InmU,0.748,0.607,7,-6.067,1,0.212,0.022,0,0.1,0.618,80.98,142227,4
Gunna,DS4EVER,die alone (feat. Yung Bleu),4LkT6eAaE0ewY21VHfKoBv,0.588,0.402,10,-10.812,1,0.251,0.181,0,0.121,0.216,175.667,261867,4
Internet Money,B4 The Storm,Lemonade (feat. Gunna Don Toliver & NAV),1p0rEzrK7YtdRZVtiyV7RN,0.8,0.658,1,-6.142,0,0.079,0.25,0,0.111,0.462,140.042,195429,4
Roddy Ricch,LIVE LIFE FAST,25 million,4SWWe2OYC4mqf40Gc2RSdl,0.926,0.454,6,-9.932,1,0.0732,0.036,0.000422,0.0896,0.34,119.969,224002,4
21 Savage,i am > i was,pad lock,5stbfxsPi8gcOH2LCuA4Le,0.959,0.55,5,-8.012,0,0.197,0.0187,0,0.112,0.798,130.024,191360,4
21 Savage,Savage Mode II,Runnin,5SWnsxjhdcEDc7LJjq9UHk,0.819,0.626,10,-4.574,0,0.202,0.00748,0.101,0.167,0.415,143.01,195906,4
SZA,The Weekend (Funk Wav Remix),The Weekend - Funk Wav Remix,0P6AWOA4LG1XOctzaVu5tt,0.775,0.573,11,-4.933,1,0.0585,0.495,0,0.126,0.667,101.925,171806,4
Ariana Grande,My Everything (Deluxe),One Last Time,7xoUc6faLbCqZO6fQEYprd,0.628,0.593,8,-5.036,1,0.0323,0.093,1.65E-06,0.096,0.104,125.025,197267,4
Omi,Me 4 U,Cheerleader - Felix Jaehn Remix Radio Edit,7vFoFDWqTX0mHzLfrF1Cfy,0.782,0.685,4,-6.237,1,0.0309,0.166,1.18E-05,0.16,0.603,118.02,180566,4
Rihanna,Unapologetic (Edited Version),Diamonds,1z9kQ14XBSN0r2v6fx4IdG,0.562,0.709,11,-4.92,0,0.0424,0.00124,0,0.109,0.401,91.958,225147,4
Bruno Mars,Doo-Wops & Hooligans,Just the Way You Are,7BqBn9nzAq8spo5e7cZ0dJ,0.635,0.841,5,-5.379,1,0.0422,0.0134,0,0.0622,0.424,109.021,220734,4
Bill Withers,Just As I Am,Ain't No Sunshine,1k1Bqnv2R0uJXQN4u6LKYt,0.527,0.415,4,-11.451,0,0.122,0.457,1.72E-05,0.117,0.515,78.169,125093,4
